category_id,listing_type_id,listing_type_fee
MLM194287,gold_special,0.15
MLM85041,gold_pro,0.195
MLM85041,gold_special,0.15
MLM1087,gold_pro,0.165
MLM1087,gold_special,0.12
MLM188681,gold_pro,0.185
MLM188681,gold_special,0.14
MLM189547,gold_pro,0.195
MLM189547,gold_special,0.15
MLM191807,gold_pro,0.195
MLM191807,gold_special,0.15
MLM436433,gold_pro,0.195
MLM436433,gold_special,0.15
MLM191844,gold_pro,0.195
MLM191844,gold_special,0.15
MLM126292,gold_pro,0.195
MLM126292,gold_special,0.15
MLM120507,gold_pro,0.195
MLM120507,gold_special,0.15
MLM119992,gold_pro,0.195
MLM119992,gold_special,0.15
MLM167544,gold_pro,0.195
MLM167544,gold_special,0.15
MLM174554,gold_pro,0.145
MLM174554,gold_special,0.1
MLM438331,gold_pro,0.165
MLM438331,gold_special,0.12
MLM428961,gold_pro,0.145
MLM428961,gold_special,0.1
MLM156010,gold_pro,0.195
MLM156010,gold_special,0.15
MLM120510,gold_pro,0.165
MLM120510,gold_special,0.12
MLM4620,gold_pro,0.195
MLM4620,gold_special,0.15
MLM437209,gold_pro,0.195
MLM437209,gold_special,0.15
MLM455869,gold_pro,0.195
MLM455869,gold_special,0.15
MLM123215,gold_pro,0.195
MLM123215,gold_special,0.15
MLM126286,gold_pro,0.195
MLM126286,gold_special,0.15
MLM189647,gold_pro,0.185
MLM189647,gold_special,0.14
MLM455942,gold_pro,0.185
MLM455942,gold_special,0.14
MLM82301,gold_pro,0.195
MLM82301,gold_special,0.15
MLM371422,gold_pro,0.165
MLM371422,gold_special,0.12
MLM39109,gold_pro,0.145
MLM39109,gold_special,0.1
MLM187109,gold_pro,0.195
MLM187109,gold_special,0.15
MLM178484,gold_pro,0.195
MLM178484,gold_special,0.15
MLM168008,gold_pro,0.175
MLM168008,gold_special,0.13
MLM189946,gold_pro,0.195
MLM189946,gold_special,0.15
MLM191787,gold_pro,0.145
MLM191787,gold_special,0.1
MLM428966,gold_pro,0.195
MLM428966,gold_special,0.15
MLM189097,gold_pro,0.195
MLM189097,gold_special,0.15
MLM412831,gold_pro,0.195
MLM412831,gold_special,0.15
MLM31535,gold_pro,0.165
MLM31535,gold_special,0.12
MLM185370,gold_pro,0.195
MLM185370,gold_special,0.15
MLM189312,gold_pro,0.195
MLM189312,gold_special,0.15
MLM12441,gold_pro,0.195
MLM12441,gold_special,0.15
MLM119993,gold_pro,0.195
MLM119993,gold_special,0.15
MLM81647,gold_pro,0.195
MLM81647,gold_special,0.15
MLM432234,gold_pro,0.195
MLM432234,gold_special,0.15
MLM74484,gold_pro,0.195
MLM74484,gold_special,0.15
MLM437890,gold_pro,0.195
MLM437890,gold_special,0.15
MLM151629,gold_pro,0.145
MLM151629,gold_special,0.1
MLM179613,gold_pro,0.185
MLM179613,gold_special,0.14
MLM433685,gold_pro,0.195
MLM433685,gold_special,0.15
MLM436442,gold_pro,0.195
MLM436442,gold_special,0.15
MLM62528,gold_pro,0.145
MLM62528,gold_special,0.1
MLM172377,gold_pro,0.195
MLM172377,gold_special,0.15
MLM422166,gold_pro,0.195
MLM422166,gold_special,0.15
MLM436930,gold_pro,0.195
MLM436930,gold_special,0.15
MLM189096,gold_pro,0.195
MLM189096,gold_special,0.15
MLM189285,gold_pro,0.195
MLM189285,gold_special,0.15
MLM126128,gold_pro,0.195
MLM126128,gold_special,0.15
MLM1275,gold_pro,0.185
MLM1275,gold_special,0.14
MLM194124,gold_pro,0.195
MLM194124,gold_special,0.15
MLM189774,gold_pro,0.195
MLM189774,gold_special,0.15
MLM179244,gold_pro,0.195
MLM179244,gold_special,0.15
MLM188689,gold_pro,0.195
MLM188689,gold_special,0.15
MLM437158,gold_pro,0.195
MLM437158,gold_special,0.15
MLM156012,gold_pro,0.195
MLM156012,gold_special,0.15
MLM131915,gold_pro,0.195
MLM131915,gold_special,0.15
MLM1901,gold_pro,0.195
MLM1901,gold_special,0.15
MLM118805,gold_pro,0.195
MLM118805,gold_special,0.15
MLM156013,gold_pro,0.195
MLM156013,gold_special,0.15
MLM418638,gold_pro,0.165
MLM418638,gold_special,0.12
MLM187846,gold_pro,0.195
MLM187846,gold_special,0.15
MLM45962,gold_pro,0.195
MLM45962,gold_special,0.15
MLM418084,gold_pro,0.195
MLM418084,gold_special,0.15
MLM433590,gold_pro,0.145
MLM433590,gold_special,0.1
MLM194743,gold_pro,0.195
MLM194743,gold_special,0.15
MLM194136,gold_pro,0.195
MLM194136,gold_special,0.15
MLM38461,gold_pro,0.195
MLM38461,gold_special,0.15
MLM81163,gold_pro,0.195
MLM81163,gold_special,0.15
MLM92152,gold_pro,0.175
MLM92152,gold_special,0.13
MLM92140,gold_pro,0.165
MLM92140,gold_special,0.12
MLM433367,gold_pro,0.195
MLM433367,gold_special,0.15
MLM436101,gold_pro,0.195
MLM436101,gold_special,0.15
MLM433725,gold_pro,0.195
MLM433725,gold_special,0.15
MLM432610,gold_pro,0.145
MLM432610,gold_special,0.1
MLM187824,gold_pro,0.195
MLM187824,gold_special,0.15
MLM455509,gold_pro,0.195
MLM455509,gold_special,0.15
MLM29880,gold_pro,0.195
MLM29880,gold_special,0.15
MLM189274,gold_pro,0.165
MLM189274,gold_special,0.12
MLM435484,gold_pro,0.195
MLM435484,gold_special,0.15
MLM431870,gold_pro,0.195
MLM431870,gold_special,0.15
MLM191686,gold_pro,0.195
MLM191686,gold_special,0.15
MLM431986,gold_pro,0.165
MLM431986,gold_special,0.12
MLM189617,gold_pro,0.195
MLM189617,gold_special,0.15
MLM9289,gold_pro,0.195
MLM9289,gold_special,0.15
MLM120201,gold_pro,0.195
MLM120201,gold_special,0.15
MLM44116,gold_pro,0.175
MLM44116,gold_special,0.13
MLM2531,gold_pro,0.195
MLM2531,gold_special,0.15
MLM48899,gold_pro,0.165
MLM48899,gold_special,0.12
MLM191240,gold_pro,0.185
MLM191240,gold_special,0.14
MLM457025,gold_pro,0.165
MLM457025,gold_special,0.12
MLM431065,gold_pro,0.165
MLM431065,gold_special,0.12
MLM191613,gold_pro,0.195
MLM191613,gold_special,0.15
MLM167962,gold_pro,0.195
MLM167962,gold_special,0.15
MLM158841,gold_pro,0.195
MLM158841,gold_special,0.15
MLM179939,gold_pro,0.145
MLM179939,gold_special,0.1
MLM187128,gold_pro,0.145
MLM187128,gold_special,0.1
MLM7446,gold_pro,0.175
MLM7446,gold_special,0.13
MLM90835,gold_pro,0.195
MLM90835,gold_special,0.15
MLM439483,gold_pro,0.195
MLM439483,gold_special,0.15
MLM418498,gold_pro,0.195
MLM418498,gold_special,0.15
MLM439469,gold_pro,0.195
MLM439469,gold_special,0.15
MLM188685,gold_pro,0.195
MLM188685,gold_special,0.15
MLM58401,gold_pro,0.195
MLM58401,gold_special,0.15
MLM58377,gold_pro,0.195
MLM58377,gold_special,0.15
MLM420157,gold_pro,0.195
MLM420157,gold_special,0.15
MLM179588,gold_pro,0.195
MLM179588,gold_special,0.15
MLM120067,gold_pro,0.195
MLM120067,gold_special,0.15
MLM54169,gold_pro,0.195
MLM54169,gold_special,0.15
MLM430419,gold_pro,0.145
MLM430419,gold_special,0.1
MLM193321,gold_pro,0.195
MLM193321,gold_special,0.15
MLM147348,gold_pro,0.145
MLM147348,gold_special,0.1
MLM455521,gold_pro,0.145
MLM455521,gold_special,0.1
MLM22591,gold_pro,0.165
MLM22591,gold_special,0.12
MLM455701,gold_pro,0.145
MLM455701,gold_special,0.1
MLM107713,gold_pro,0.195
MLM107713,gold_special,0.15
MLM194438,gold_pro,0.195
MLM194438,gold_special,0.15
MLM18174,gold_pro,0.195
MLM18174,gold_special,0.15
MLM62374,gold_pro,0.145
MLM62374,gold_special,0.1
MLM69640,gold_pro,0.195
MLM69640,gold_special,0.15
MLM5607,gold_pro,0.195
MLM5607,gold_special,0.15
MLM5013,gold_pro,0.145
MLM5013,gold_special,0.1
MLM1311,gold_pro,0.195
MLM1311,gold_special,0.15
MLM431103,gold_pro,0.195
MLM431103,gold_special,0.15
MLM432213,gold_pro,0.195
MLM432213,gold_special,0.15
MLM428971,gold_pro,0.185
MLM428971,gold_special,0.14
MLM6585,gold_pro,0.195
MLM6585,gold_special,0.15
MLM194258,gold_pro,0.195
MLM194258,gold_special,0.15
MLM168471,gold_pro,0.195
MLM168471,gold_special,0.15
MLM194367,gold_pro,0.195
MLM194367,gold_special,0.15
MLM54154,gold_pro,0.145
MLM54154,gold_special,0.1
MLM48291,gold_pro,0.195
MLM48291,gold_special,0.15
MLM1042,gold_pro,0.145
MLM1042,gold_special,0.1
MLM1045,gold_pro,0.145
MLM1045,gold_special,0.1
MLM447780,gold_pro,0.195
MLM447780,gold_special,0.15
MLM194061,gold_pro,0.185
MLM194061,gold_special,0.14
MLM49299,gold_pro,0.195
MLM49299,gold_special,0.15
MLM29883,gold_pro,0.185
MLM29883,gold_special,0.14
MLM131935,gold_pro,0.195
MLM131935,gold_special,0.15
MLM436261,gold_pro,0.195
MLM436261,gold_special,0.15
MLM191383,gold_pro,0.195
MLM191383,gold_special,0.15
MLM1610,gold_pro,0.195
MLM1610,gold_special,0.15
MLM5008,gold_pro,0.145
MLM5008,gold_special,0.1
MLM39127,gold_pro,0.145
MLM39127,gold_special,0.1
MLM6812,gold_pro,0.195
MLM6812,gold_special,0.15
MLM45058,gold_pro,0.195
MLM45058,gold_special,0.15
MLM193794,gold_pro,0.195
MLM193794,gold_special,0.15
MLM189996,gold_pro,0.195
MLM189996,gold_special,0.15
MLM43148,gold_pro,0.145
MLM43148,gold_special,0.1
MLM189314,gold_pro,0.195
MLM189314,gold_special,0.15
MLM2996,gold_pro,0.195
MLM2996,gold_special,0.15
MLM194140,gold_pro,0.195
MLM194140,gold_special,0.15
MLM26550,gold_pro,0.195
MLM26550,gold_special,0.15
MLM162923,gold_pro,0.195
MLM162923,gold_special,0.15
MLM194207,gold_pro,0.195
MLM194207,gold_special,0.15
MLM190871,gold_pro,0.145
MLM190871,gold_special,0.1
MLM189476,gold_pro,0.195
MLM189476,gold_special,0.15
MLM189365,gold_pro,0.185
MLM189365,gold_special,0.14
MLM431463,gold_pro,0.195
MLM431463,gold_special,0.15
MLM189486,gold_pro,0.185
MLM189486,gold_special,0.14
MLM189471,gold_pro,0.195
MLM189471,gold_special,0.15
MLM180951,gold_pro,0.175
MLM180951,gold_special,0.13
MLM189475,gold_pro,0.195
MLM189475,gold_special,0.15
MLM191697,gold_pro,0.185
MLM191697,gold_special,0.14
MLM191851,gold_pro,0.195
MLM191851,gold_special,0.15
MLM189479,gold_pro,0.195
MLM189479,gold_special,0.15
MLM189472,gold_pro,0.195
MLM189472,gold_special,0.15
MLM121842,gold_pro,0.195
MLM121842,gold_special,0.15
MLM168251,gold_pro,0.195
MLM168251,gold_special,0.15
MLM126127,gold_pro,0.195
MLM126127,gold_special,0.15
MLM431926,gold_pro,0.195
MLM431926,gold_special,0.15
MLM1259,gold_pro,0.185
MLM1259,gold_special,0.14
MLM191813,gold_pro,0.195
MLM191813,gold_special,0.15
MLM437196,gold_pro,0.145
MLM437196,gold_special,0.1
MLM178496,gold_pro,0.185
MLM178496,gold_special,0.14
MLM193751,gold_pro,0.195
MLM193751,gold_special,0.15
MLM429262,gold_pro,0.195
MLM429262,gold_special,0.15
MLM437891,gold_pro,0.145
MLM437891,gold_special,0.1
MLM167965,gold_pro,0.195
MLM167965,gold_special,0.15
MLM194330,gold_pro,0.155
MLM194330,gold_special,0.11
MLM185706,gold_pro,0.155
MLM185706,gold_special,0.11
MLM194303,gold_pro,0.155
MLM194303,gold_special,0.11
MLM194477,gold_pro,0.155
MLM194477,gold_special,0.11
MLM191846,gold_pro,0.155
MLM191846,gold_special,0.11
MLM194298,gold_pro,0.155
MLM194298,gold_special,0.11
MLM190869,gold_pro,0.155
MLM190869,gold_special,0.11
MLM167968,gold_pro,0.195
MLM167968,gold_special,0.15
MLM191667,gold_pro,0.155
MLM191667,gold_special,0.11
MLM194334,gold_pro,0.155
MLM194334,gold_special,0.11
MLM187678,gold_pro,0.175
MLM187678,gold_special,0.13
MLM189791,gold_pro,0.155
MLM189791,gold_special,0.11
MLM189226,gold_pro,0.155
MLM189226,gold_special,0.11
MLM457510,gold_pro,0.155
MLM457510,gold_special,0.11
MLM194481,gold_pro,0.155
MLM194481,gold_special,0.11
MLM194357,gold_pro,0.155
MLM194357,gold_special,0.11
MLM178407,gold_pro,0.195
MLM178407,gold_special,0.15
MLM436132,gold_pro,0.195
MLM436132,gold_special,0.15
MLM194331,gold_pro,0.155
MLM194331,gold_special,0.11
MLM193873,gold_pro,0.195
MLM193873,gold_special,0.15
MLM194352,gold_pro,0.155
MLM194352,gold_special,0.11
MLM454849,gold_pro,0.185
MLM454849,gold_special,0.14
MLM156014,gold_pro,0.195
MLM156014,gold_special,0.15
MLM194353,gold_pro,0.155
MLM194353,gold_special,0.11
MLM194487,gold_pro,0.155
MLM194487,gold_special,0.11
MLM172339,gold_pro,0.185
MLM172339,gold_special,0.14
MLM185709,gold_pro,0.155
MLM185709,gold_special,0.11
MLM189024,gold_pro,0.195
MLM189024,gold_special,0.15
MLM178708,gold_pro,0.185
MLM178708,gold_special,0.14
MLM187794,gold_pro,0.205
MLM187794,gold_special,0.16
MLM191127,gold_pro,0.155
MLM191127,gold_special,0.11
MLM194476,gold_pro,0.155
MLM194476,gold_special,0.11
MLM194337,gold_pro,0.165
MLM194337,gold_special,0.12
MLM191838,gold_pro,0.195
MLM191838,gold_special,0.15
MLM455818,gold_pro,0.155
MLM455818,gold_special,0.11
MLM167994,gold_pro,0.195
MLM167994,gold_special,0.15
MLM167964,gold_pro,0.195
MLM167964,gold_special,0.15
MLM455894,gold_pro,0.205
MLM455894,gold_special,0.16
MLM185715,gold_pro,0.155
MLM185715,gold_special,0.11
MLM190867,gold_pro,0.155
MLM190867,gold_special,0.11
MLM413405,gold_pro,0.195
MLM413405,gold_special,0.15
MLM194332,gold_pro,0.155
MLM194332,gold_special,0.11
MLM429104,gold_pro,0.195
MLM429104,gold_special,0.15
MLM1417,gold_pro,0.165
MLM1417,gold_special,0.12
MLM191691,gold_pro,0.205
MLM191691,gold_special,0.16
MLM190816,gold_pro,0.195
MLM190816,gold_special,0.15
MLM123977,gold_pro,0.195
MLM123977,gold_special,0.15
MLM1386,gold_pro,0.195
MLM1386,gold_special,0.15
MLM194305,gold_pro,0.165
MLM194305,gold_special,0.12
MLM185718,gold_pro,0.165
MLM185718,gold_special,0.12
MLM420231,gold_pro,0.195
MLM420231,gold_special,0.15
MLM69819,gold_pro,0.195
MLM69819,gold_special,0.15
MLM193748,gold_pro,0.195
MLM193748,gold_special,0.15
MLM194159,gold_pro,0.195
MLM194159,gold_special,0.15
MLM191330,gold_pro,0.155
MLM191330,gold_special,0.11
MLM178488,gold_pro,0.205
MLM178488,gold_special,0.16
MLM432838,gold_pro,0.195
MLM432838,gold_special,0.15
MLM456081,gold_pro,0.155
MLM456081,gold_special,0.11
MLM429574,gold_pro,0.195
MLM429574,gold_special,0.15
MLM185379,gold_pro,0.165
MLM185379,gold_special,0.12
MLM189335,gold_pro,0.155
MLM189335,gold_special,0.11
MLM185717,gold_pro,0.155
MLM185717,gold_special,0.11
MLM189579,gold_pro,0.195
MLM189579,gold_special,0.15
MLM429237,gold_pro,0.155
MLM429237,gold_special,0.11
MLM126129,gold_pro,0.195
MLM126129,gold_special,0.15
MLM193940,gold_pro,0.155
MLM193940,gold_special,0.11
MLM191880,gold_pro,0.145
MLM191880,gold_special,0.1
MLM437606,gold_pro,0.195
MLM437606,gold_special,0.15
MLM189271,gold_pro,0.165
MLM189271,gold_special,0.12
MLM430906,gold_pro,0.195
MLM430906,gold_special,0.15
MLM69626,gold_pro,0.195
MLM69626,gold_special,0.15
MLM194011,gold_pro,0.195
MLM194011,gold_special,0.15
MLM430273,gold_pro,0.195
MLM430273,gold_special,0.15
MLM189729,gold_pro,0.165
MLM189729,gold_special,0.12
MLM1103,gold_pro,0.165
MLM1103,gold_special,0.12
MLM185712,gold_pro,0.155
MLM185712,gold_special,0.11
MLM457432,gold_pro,0.195
MLM457432,gold_special,0.15
MLM178306,gold_pro,0.175
MLM178306,gold_special,0.13
MLM189059,gold_pro,0.155
MLM189059,gold_special,0.11
MLM191001,gold_pro,0.195
MLM191001,gold_special,0.15
MLM193766,gold_pro,0.155
MLM193766,gold_special,0.11
MLM431239,gold_pro,0.165
MLM431239,gold_special,0.12
MLM187078,gold_pro,0.195
MLM187078,gold_special,0.15
MLM187108,gold_pro,0.195
MLM187108,gold_special,0.15
MLM190878,gold_pro,0.195
MLM190878,gold_special,0.15
MLM455266,gold_pro,0.195
MLM455266,gold_special,0.15
MLM5723,gold_pro,0.195
MLM5723,gold_special,0.15
MLM122506,gold_pro,0.145
MLM122506,gold_special,0.1
MLM33396,gold_pro,0.165
MLM33396,gold_special,0.12
MLM190956,gold_pro,0.145
MLM190956,gold_special,0.1
MLM1077,gold_pro,0.165
MLM1077,gold_special,0.12
MLM439161,gold_pro,0.195
MLM439161,gold_special,0.15
MLM39991,gold_pro,0.195
MLM39991,gold_special,0.15
MLM82317,gold_pro,0.195
MLM82317,gold_special,0.15
MLM191818,gold_pro,0.165
MLM191818,gold_special,0.12
MLM107718,gold_pro,0.145
MLM107718,gold_special,0.1
MLM194501,gold_pro,0.165
MLM194501,gold_special,0.12
MLM47741,gold_pro,0.195
MLM47741,gold_special,0.15
MLM194118,gold_pro,0.195
MLM194118,gold_special,0.15
MLM455536,gold_pro,0.165
MLM455536,gold_special,0.12
MLM381960,gold_pro,0.195
MLM381960,gold_special,0.15
MLM438602,gold_pro,0.195
MLM438602,gold_special,0.15
MLM189073,gold_pro,0.145
MLM189073,gold_special,0.1
MLM120011,gold_pro,0.195
MLM120011,gold_special,0.15
MLM10725,gold_pro,0.195
MLM10725,gold_special,0.15
MLM10083,gold_pro,0.165
MLM10083,gold_special,0.12
MLM456965,gold_pro,0.165
MLM456965,gold_special,0.12
MLM158119,gold_pro,0.195
MLM158119,gold_special,0.15
MLM120000,gold_pro,0.195
MLM120000,gold_special,0.15
MLM189315,gold_pro,0.195
MLM189315,gold_special,0.15
MLM446228,gold_pro,0.195
MLM446228,gold_special,0.15
MLM1681,gold_pro,0.165
MLM1681,gold_special,0.12
MLM180942,gold_pro,0.195
MLM180942,gold_special,0.15
MLM436014,gold_pro,0.195
MLM436014,gold_special,0.15
MLM121837,gold_pro,0.195
MLM121837,gold_special,0.15
MLM189218,gold_pro,0.195
MLM189218,gold_special,0.15
MLM7983,gold_pro,0.195
MLM7983,gold_special,0.15
MLM121838,gold_pro,0.195
MLM121838,gold_special,0.15
MLM437177,gold_pro,0.195
MLM437177,gold_special,0.15
MLM30059,gold_pro,0.195
MLM30059,gold_special,0.15
MLM189409,gold_pro,0.195
MLM189409,gold_special,0.15
MLM194636,gold_pro,0.195
MLM194636,gold_special,0.15
MLM433032,gold_pro,0.165
MLM433032,gold_special,0.12
MLM321260,gold_pro,0.145
MLM321260,gold_special,0.1
MLM164798,gold_pro,0.175
MLM164798,gold_special,0.13
MLM2232,gold_pro,0.165
MLM2232,gold_special,0.12
MLM164797,gold_pro,0.175
MLM164797,gold_special,0.13
MLM455437,gold_pro,0.195
MLM455437,gold_special,0.15
MLM194653,gold_pro,0.185
MLM194653,gold_special,0.14
MLM172387,gold_pro,0.185
MLM172387,gold_special,0.14
MLM190898,gold_pro,0.195
MLM190898,gold_special,0.15
MLM190875,gold_pro,0.195
MLM190875,gold_special,0.15
MLM5527,gold_pro,0.195
MLM5527,gold_special,0.15
MLM434346,gold_pro,0.165
MLM434346,gold_special,0.12
MLM429750,gold_pro,0.195
MLM429750,gold_special,0.15
MLM115350,gold_pro,0.195
MLM115350,gold_special,0.15
MLM9171,gold_pro,0.165
MLM9171,gold_special,0.12
MLM189299,gold_pro,0.195
MLM189299,gold_special,0.15
MLM18054,gold_pro,0.145
MLM18054,gold_special,0.1
MLM122434,gold_pro,0.145
MLM122434,gold_special,0.1
MLM455686,gold_pro,0.145
MLM455686,gold_special,0.1
MLM189439,gold_pro,0.145
MLM189439,gold_special,0.1
MLM6208,gold_pro,0.145
MLM6208,gold_special,0.1
MLM38485,gold_pro,0.145
MLM38485,gold_special,0.1
MLM179607,gold_pro,0.185
MLM179607,gold_special,0.14
MLM191376,gold_pro,0.195
MLM191376,gold_special,0.15
MLM456055,gold_pro,0.195
MLM456055,gold_special,0.15
MLM168013,gold_pro,0.165
MLM168013,gold_special,0.12
MLM191054,gold_pro,0.145
MLM191054,gold_special,0.1
MLM104416,gold_pro,0.145
MLM104416,gold_special,0.1
MLM189127,gold_pro,0.195
MLM189127,gold_special,0.15
MLM189236,gold_pro,0.195
MLM189236,gold_special,0.15
MLM189727,gold_pro,0.145
MLM189727,gold_special,0.1
MLM189104,gold_pro,0.195
MLM189104,gold_special,0.15
MLM420715,gold_pro,0.145
MLM420715,gold_special,0.1
MLM438310,gold_pro,0.145
MLM438310,gold_special,0.1
MLM433248,gold_pro,0.145
MLM433248,gold_special,0.1
MLM4612,gold_pro,0.195
MLM4612,gold_special,0.15
MLM191289,gold_pro,0.195
MLM191289,gold_special,0.15
MLM194734,gold_pro,0.195
MLM194734,gold_special,0.15
MLM438732,gold_pro,0.175
MLM438732,gold_special,0.13
MLM421825,gold_pro,0.195
MLM421825,gold_special,0.15
MLM189984,gold_pro,0.195
MLM189984,gold_special,0.15
MLM456230,gold_pro,0.145
MLM456230,gold_special,0.1
MLM456196,gold_pro,0.195
MLM456196,gold_special,0.15
MLM107696,gold_pro,0.195
MLM107696,gold_special,0.15
MLM413542,gold_pro,0.145
MLM413542,gold_special,0.1
MLM120009,gold_pro,0.195
MLM120009,gold_special,0.15
MLM448173,gold_pro,0.195
MLM448173,gold_special,0.15
MLM119987,gold_pro,0.195
MLM119987,gold_special,0.15
MLM439969,gold_pro,0.195
MLM439969,gold_special,0.15
MLM430383,gold_pro,0.195
MLM430383,gold_special,0.15
MLM131744,gold_pro,0.145
MLM131744,gold_special,0.1
MLM70326,gold_pro,0.145
MLM70326,gold_special,0.1
MLM119994,gold_pro,0.195
MLM119994,gold_special,0.15
MLM10858,gold_pro,0.195
MLM10858,gold_special,0.15
MLM430592,gold_pro,0.195
MLM430592,gold_special,0.15
MLM119995,gold_pro,0.195
MLM119995,gold_special,0.15
MLM158487,gold_pro,0.195
MLM158487,gold_special,0.15
MLM414214,gold_pro,0.145
MLM414214,gold_special,0.1
MLM10888,gold_pro,0.195
MLM10888,gold_special,0.15
MLM438603,gold_pro,0.185
MLM438603,gold_special,0.14
MLM59376,gold_pro,0.145
MLM59376,gold_special,0.1
MLM455131,gold_pro,0.195
MLM455131,gold_special,0.15
MLM1703,gold_pro,0.145
MLM1703,gold_special,0.1
MLM189960,gold_pro,0.145
MLM189960,gold_special,0.1
MLM120001,gold_pro,0.195
MLM120001,gold_special,0.15
MLM432413,gold_pro,0.195
MLM432413,gold_special,0.15
MLM120140,gold_pro,0.165
MLM120140,gold_special,0.12
MLM189878,gold_pro,0.165
MLM189878,gold_special,0.12
MLM187611,gold_pro,0.195
MLM187611,gold_special,0.15
MLM120108,gold_pro,0.165
MLM120108,gold_special,0.12
MLM432165,gold_pro,0.145
MLM432165,gold_special,0.1
MLM189679,gold_pro,0.145
MLM189679,gold_special,0.1
MLM194226,gold_pro,0.165
MLM194226,gold_special,0.12
MLM455023,gold_pro,0.165
MLM455023,gold_special,0.12
MLM380666,gold_pro,0.165
MLM380666,gold_special,0.12
MLM123219,gold_pro,0.165
MLM123219,gold_special,0.12
MLM431846,gold_pro,0.145
MLM431846,gold_special,0.1
MLM431012,gold_pro,0.145
MLM431012,gold_special,0.1
MLM433578,gold_pro,0.195
MLM433578,gold_special,0.15
MLM191010,gold_pro,0.195
MLM191010,gold_special,0.15
MLM191009,gold_pro,0.195
MLM191009,gold_special,0.15
MLM123326,gold_pro,0.145
MLM123326,gold_special,0.1
MLM1152,gold_pro,0.195
MLM1152,gold_special,0.15
MLM429000,gold_pro,0.145
MLM429000,gold_special,0.1
MLM188684,gold_pro,0.195
MLM188684,gold_special,0.15
MLM191011,gold_pro,0.195
MLM191011,gold_special,0.15
MLM189498,gold_pro,0.145
MLM189498,gold_special,0.1
MLM145306,gold_pro,0.145
MLM145306,gold_special,0.1
MLM429578,gold_pro,0.165
MLM429578,gold_special,0.12
MLM191171,gold_pro,0.165
MLM191171,gold_special,0.12
MLM193825,gold_pro,0.195
MLM193825,gold_special,0.15
MLM191045,gold_pro,0.195
MLM191045,gold_special,0.15
MLM455801,gold_pro,0.195
MLM455801,gold_special,0.15
MLM191165,gold_pro,0.195
MLM191165,gold_special,0.15
MLM438716,gold_pro,0.195
MLM438716,gold_special,0.15
MLM189500,gold_pro,0.145
MLM189500,gold_special,0.1
MLM189452,gold_pro,0.145
MLM189452,gold_special,0.1
MLM447784,gold_pro,0.145
MLM447784,gold_special,0.1
MLM22596,gold_pro,0.165
MLM22596,gold_special,0.12
MLM189497,gold_pro,0.145
MLM189497,gold_special,0.1
MLM16122,gold_pro,0.195
MLM16122,gold_special,0.15
MLM429564,gold_pro,0.175
MLM429564,gold_special,0.13
MLM22573,gold_pro,0.175
MLM22573,gold_special,0.13
MLM16115,gold_pro,0.195
MLM16115,gold_special,0.15
MLM429494,gold_pro,0.195
MLM429494,gold_special,0.15
MLM189397,gold_pro,0.165
MLM189397,gold_special,0.12
MLM151559,gold_pro,0.165
MLM151559,gold_special,0.12
MLM167575,gold_pro,0.195
MLM167575,gold_special,0.15
MLM5513,gold_pro,0.195
MLM5513,gold_special,0.15
MLM191611,gold_pro,0.165
MLM191611,gold_special,0.12
MLM171881,gold_pro,0.195
MLM171881,gold_special,0.15
MLM191073,gold_pro,0.195
MLM191073,gold_special,0.15
MLM184818,gold_pro,0.195
MLM184818,gold_special,0.15
MLM187630,gold_pro,0.165
MLM187630,gold_special,0.12
MLM432446,gold_pro,0.165
MLM432446,gold_special,0.12
MLM411887,gold_pro,0.165
MLM411887,gold_special,0.12
MLM420008,gold_pro,0.145
MLM420008,gold_special,0.1
MLM191000,gold_pro,0.165
MLM191000,gold_special,0.12
MLM151553,gold_pro,0.165
MLM151553,gold_special,0.12
MLM167971,gold_pro,0.195
MLM167971,gold_special,0.15
MLM151602,gold_pro,0.165
MLM151602,gold_special,0.12
MLM157914,gold_pro,0.195
MLM157914,gold_special,0.15
MLM191636,gold_pro,0.195
MLM191636,gold_special,0.15
MLM120138,gold_pro,0.165
MLM120138,gold_special,0.12
MLM421965,gold_pro,0.165
MLM421965,gold_special,0.12
MLM191735,gold_pro,0.165
MLM191735,gold_special,0.12
MLM457005,gold_pro,0.165
MLM457005,gold_special,0.12
MLM190977,gold_pro,0.195
MLM190977,gold_special,0.15
MLM435473,gold_pro,0.195
MLM435473,gold_special,0.15
MLM167972,gold_pro,0.195
MLM167972,gold_special,0.15
MLM189537,gold_pro,0.165
MLM189537,gold_special,0.12
MLM194410,gold_pro,0.165
MLM194410,gold_special,0.12
MLM417184,gold_pro,0.165
MLM417184,gold_special,0.12
MLM190851,gold_pro,0.195
MLM190851,gold_special,0.15
MLM189596,gold_pro,0.165
MLM189596,gold_special,0.12
MLM189759,gold_pro,0.195
MLM189759,gold_special,0.15
MLM189734,gold_pro,0.165
MLM189734,gold_special,0.12
MLM455574,gold_pro,0.165
MLM455574,gold_special,0.12
MLM151702,gold_pro,0.165
MLM151702,gold_special,0.12
MLM187691,gold_pro,0.195
MLM187691,gold_special,0.15
MLM194339,gold_pro,0.195
MLM194339,gold_special,0.15
MLM151600,gold_pro,0.165
MLM151600,gold_special,0.12
MLM438354,gold_pro,0.145
MLM438354,gold_special,0.1
MLM187747,gold_pro,0.195
MLM187747,gold_special,0.15
MLM189300,gold_pro,0.195
