category_id,listing_type_id,listing_type_fee
MLM439470,gold_special,0.1
MLM189904,gold_pro,0.145
MLM189904,gold_special,0.1
MLM190957,gold_pro,0.145
MLM190957,gold_special,0.1
MLM123325,gold_pro,0.145
MLM123325,gold_special,0.1
MLM455641,gold_pro,0.195
MLM455641,gold_special,0.15
MLM5924,gold_pro,0.145
MLM5924,gold_special,0.1
MLM1711,gold_pro,0.145
MLM1711,gold_special,0.1
MLM455494,gold_pro,0.195
MLM455494,gold_special,0.15
MLM74383,gold_pro,0.195
MLM74383,gold_special,0.15
MLM1577,gold_pro,0.195
MLM1577,gold_special,0.15
MLM189645,gold_pro,0.165
MLM189645,gold_special,0.12
MLM31544,gold_pro,0.165
MLM31544,gold_special,0.12
MLM102103,gold_pro,0.195
MLM102103,gold_special,0.15
MLM27576,gold_pro,0.195
MLM27576,gold_special,0.15
MLM190039,gold_pro,0.145
MLM190039,gold_special,0.1
MLM179909,gold_pro,0.195
MLM179909,gold_special,0.15
MLM187270,gold_pro,0.195
MLM187270,gold_special,0.15
MLM432410,gold_pro,0.195
MLM432410,gold_special,0.15
MLM31541,gold_pro,0.195
MLM31541,gold_special,0.15
MLM73758,gold_pro,0.165
MLM73758,gold_special,0.12
MLM179737,gold_pro,0.165
MLM179737,gold_special,0.12
MLM10574,gold_pro,0.145
MLM10574,gold_special,0.1
MLM120235,gold_pro,0.195
MLM120235,gold_special,0.15
MLM81651,gold_pro,0.195
MLM81651,gold_special,0.15
MLM190929,gold_pro,0.195
MLM190929,gold_special,0.15
MLM171893,gold_pro,0.195
MLM171893,gold_special,0.15
MLM376317,gold_pro,0.195
MLM376317,gold_special,0.15
MLM194227,gold_pro,0.195
MLM194227,gold_special,0.15
MLM431006,gold_pro,0.195
MLM431006,gold_special,0.15
MLM119999,gold_pro,0.195
MLM119999,gold_special,0.15
MLM455865,gold_pro,0.195
MLM455865,gold_special,0.15
MLM456309,gold_pro,0.195
MLM456309,gold_special,0.15
MLM31568,gold_pro,0.195
MLM31568,gold_special,0.15
MLM419799,gold_pro,0.195
MLM419799,gold_special,0.15
MLM190773,gold_pro,0.185
MLM190773,gold_special,0.14
MLM189638,gold_pro,0.195
MLM189638,gold_special,0.15
MLM120068,gold_pro,0.195
MLM120068,gold_special,0.15
MLM193775,gold_pro,0.195
MLM193775,gold_special,0.15
MLM432741,gold_pro,0.195
MLM432741,gold_special,0.15
MLM167571,gold_pro,0.195
MLM167571,gold_special,0.15
MLM190763,gold_pro,0.195
MLM190763,gold_special,0.15
MLM119885,gold_pro,0.195
MLM119885,gold_special,0.15
MLM190007,gold_pro,0.195
MLM190007,gold_special,0.15
MLM191245,gold_pro,0.165
MLM191245,gold_special,0.12
MLM413708,gold_pro,0.195
MLM413708,gold_special,0.15
MLM168680,gold_pro,0.175
MLM168680,gold_special,0.13
MLM180977,gold_pro,0.185
MLM180977,gold_special,0.14
MLM190762,gold_pro,0.195
MLM190762,gold_special,0.15
MLM434768,gold_pro,0.195
MLM434768,gold_special,0.15
MLM437952,gold_pro,0.195
MLM437952,gold_special,0.15
MLM187616,gold_pro,0.195
MLM187616,gold_special,0.15
MLM86746,gold_pro,0.145
MLM86746,gold_special,0.1
MLM191896,gold_pro,0.165
MLM191896,gold_special,0.12
MLM420153,gold_pro,0.145
MLM420153,gold_special,0.1
MLM187581,gold_pro,0.195
MLM187581,gold_special,0.15
MLM3390,gold_pro,0.195
MLM3390,gold_special,0.15
MLM432463,gold_pro,0.195
MLM432463,gold_special,0.15
MLM16547,gold_pro,0.195
MLM16547,gold_special,0.15
MLM158046,gold_pro,0.145
MLM158046,gold_special,0.1
MLM8848,gold_pro,0.195
MLM8848,gold_special,0.15
MLM192049,gold_pro,0.195
MLM192049,gold_special,0.15
MLM432723,gold_pro,0.175
MLM432723,gold_special,0.13
MLM8378,gold_pro,0.195
MLM8378,gold_special,0.15
MLM2820,gold_pro,0.195
MLM2820,gold_special,0.15
MLM39145,gold_pro,0.195
MLM39145,gold_special,0.15
MLM1434,gold_pro,0.195
MLM1434,gold_special,0.15
MLM191166,gold_pro,0.195
MLM191166,gold_special,0.15
MLM191191,gold_pro,0.165
MLM191191,gold_special,0.12
MLM126302,gold_pro,0.195
MLM126302,gold_special,0.15
MLM5322,gold_pro,0.165
MLM5322,gold_special,0.12
MLM1183,gold_pro,0.195
MLM1183,gold_special,0.15
MLM194152,gold_pro,0.195
MLM194152,gold_special,0.15
MLM7807,gold_pro,0.145
MLM7807,gold_special,0.1
MLM190081,gold_pro,0.145
MLM190081,gold_special,0.1
MLM434927,gold_pro,0.145
MLM434927,gold_special,0.1
MLM91865,gold_pro,0.145
MLM91865,gold_special,0.1
MLM4615,gold_pro,0.195
MLM4615,gold_special,0.15
MLM103745,gold_pro,0.145
MLM103745,gold_special,0.1
MLM190003,gold_pro,0.145
MLM190003,gold_special,0.1
MLM3770,gold_pro,0.195
MLM3770,gold_special,0.15
MLM26945,gold_pro,0.195
MLM26945,gold_special,0.15
MLM189642,gold_pro,0.145
MLM189642,gold_special,0.1
MLM2989,gold_pro,0.195
MLM2989,gold_special,0.15
MLM432324,gold_pro,0.195
MLM432324,gold_special,0.15
MLM7857,gold_pro,0.195
MLM7857,gold_special,0.15
MLM191786,gold_pro,0.195
MLM191786,gold_special,0.15
MLM189832,gold_pro,0.195
MLM189832,gold_special,0.15
MLM191233,gold_pro,0.195
MLM191233,gold_special,0.15
MLM194146,gold_pro,0.195
MLM194146,gold_special,0.15
MLM416205,gold_pro,0.145
MLM416205,gold_special,0.1
MLM7837,gold_pro,0.195
MLM7837,gold_special,0.15
MLM418367,gold_pro,0.195
MLM418367,gold_special,0.15
MLM189359,gold_pro,0.195
MLM189359,gold_special,0.15
MLM162921,gold_pro,0.145
MLM162921,gold_special,0.1
MLM187635,gold_pro,0.145
MLM187635,gold_special,0.1
MLM191829,gold_pro,0.145
MLM191829,gold_special,0.1
MLM189210,gold_pro,0.195
MLM189210,gold_special,0.15
MLM189786,gold_pro,0.195
MLM189786,gold_special,0.15
MLM2988,gold_pro,0.195
MLM2988,gold_special,0.15
MLM4460,gold_pro,0.195
MLM4460,gold_special,0.15
MLM418068,gold_pro,0.195
MLM418068,gold_special,0.15
MLM194198,gold_pro,0.195
MLM194198,gold_special,0.15
MLM187589,gold_pro,0.195
MLM187589,gold_special,0.15
MLM189503,gold_pro,0.145
MLM189503,gold_special,0.1
MLM190036,gold_pro,0.145
MLM190036,gold_special,0.1
MLM178378,gold_pro,0.145
MLM178378,gold_special,0.1
MLM4613,gold_pro,0.195
MLM4613,gold_special,0.15
MLM447782,gold_pro,0.145
MLM447782,gold_special,0.1
MLM455640,gold_pro,0.195
MLM455640,gold_special,0.15
MLM194537,gold_pro,0.195
MLM194537,gold_special,0.15
MLM189871,gold_pro,0.195
MLM189871,gold_special,0.15
MLM429720,gold_pro,0.195
MLM429720,gold_special,0.15
MLM191232,gold_pro,0.195
MLM191232,gold_special,0.15
MLM9695,gold_pro,0.195
MLM9695,gold_special,0.15
MLM455833,gold_pro,0.145
MLM455833,gold_special,0.1
MLM8937,gold_pro,0.195
MLM8937,gold_special,0.15
MLM26546,gold_pro,0.195
MLM26546,gold_special,0.15
MLM187250,gold_pro,0.195
MLM187250,gold_special,0.15
MLM434801,gold_pro,0.195
MLM434801,gold_special,0.15
MLM189229,gold_pro,0.195
MLM189229,gold_special,0.15
MLM6190,gold_pro,0.195
MLM6190,gold_special,0.15
MLM26562,gold_pro,0.195
MLM26562,gold_special,0.15
MLM418909,gold_pro,0.195
MLM418909,gold_special,0.15
MLM191055,gold_pro,0.195
MLM191055,gold_special,0.15
MLM2997,gold_pro,0.195
MLM2997,gold_special,0.15
MLM434858,gold_pro,0.195
MLM434858,gold_special,0.15
MLM438726,gold_pro,0.145
MLM438726,gold_special,0.1
MLM434809,gold_pro,0.195
MLM434809,gold_special,0.15
MLM187828,gold_pro,0.145
MLM187828,gold_special,0.1
MLM455436,gold_pro,0.195
MLM455436,gold_special,0.15
MLM1014,gold_pro,0.145
MLM1014,gold_special,0.1
MLM127091,gold_pro,0.145
MLM127091,gold_special,0.1
MLM172337,gold_pro,0.185
MLM172337,gold_special,0.14
MLM120568,gold_pro,0.195
MLM120568,gold_special,0.15
MLM421358,gold_pro,0.195
MLM421358,gold_special,0.15
MLM6370,gold_pro,0.145
MLM6370,gold_special,0.1
MLM189675,gold_pro,0.195
MLM189675,gold_special,0.15
MLM62527,gold_pro,0.145
MLM62527,gold_special,0.1
MLM189297,gold_pro,0.195
MLM189297,gold_special,0.15
MLM439356,gold_pro,0.195
MLM439356,gold_special,0.15
MLM2834,gold_pro,0.145
MLM2834,gold_special,0.1
MLM1649,gold_pro,0.145
MLM1649,gold_special,0.1
MLM118812,gold_pro,0.195
MLM118812,gold_special,0.15
MLM4850,gold_pro,0.165
MLM4850,gold_special,0.12
MLM457020,gold_pro,0.165
MLM457020,gold_special,0.12
MLM123223,gold_pro,0.195
MLM123223,gold_special,0.15
MLM123224,gold_pro,0.195
MLM123224,gold_special,0.15
MLM3938,gold_pro,0.195
MLM3938,gold_special,0.15
MLM191064,gold_pro,0.145
MLM191064,gold_special,0.1
MLM2893,gold_pro,0.145
MLM2893,gold_special,0.1
MLM190971,gold_pro,0.165
MLM190971,gold_special,0.12
MLM420041,gold_pro,0.195
MLM420041,gold_special,0.15
MLM371912,gold_pro,0.165
MLM371912,gold_special,0.12
MLM189882,gold_pro,0.195
MLM189882,gold_special,0.15
MLM419501,gold_pro,0.195
MLM419501,gold_special,0.15
MLM193817,gold_pro,0.165
MLM193817,gold_special,0.12
MLM127880,gold_pro,0.145
MLM127880,gold_special,0.1
MLM29901,gold_pro,0.185
MLM29901,gold_special,0.14
MLM194157,gold_pro,0.195
MLM194157,gold_special,0.15
MLM430604,gold_pro,0.145
MLM430604,gold_special,0.1
MLM438384,gold_pro,0.195
MLM438384,gold_special,0.15
MLM3619,gold_pro,0.145
MLM3619,gold_special,0.1
MLM431576,gold_pro,0.165
MLM431576,gold_special,0.12
MLM447211,gold_pro,0.185
MLM447211,gold_special,0.14
MLM187111,gold_pro,0.195
MLM187111,gold_special,0.15
MLM45826,gold_pro,0.175
MLM45826,gold_special,0.13
MLM127873,gold_pro,0.145
MLM127873,gold_special,0.1
MLM373509,gold_pro,0.195
MLM373509,gold_special,0.15
MLM194122,gold_pro,0.195
MLM194122,gold_special,0.15
MLM185259,gold_pro,0.185
MLM185259,gold_special,0.14
MLM188731,gold_pro,0.175
MLM188731,gold_special,0.13
MLM191777,gold_pro,0.185
MLM191777,gold_special,0.14
MLM145914,gold_pro,0.195
MLM145914,gold_special,0.15
MLM186862,gold_pro,0.195
MLM186862,gold_special,0.15
MLM189835,gold_pro,0.195
MLM189835,gold_special,0.15
MLM158823,gold_pro,0.195
MLM158823,gold_special,0.15
MLM152147,gold_pro,0.195
MLM152147,gold_special,0.15
MLM190828,gold_pro,0.195
MLM190828,gold_special,0.15
MLM167576,gold_pro,0.195
MLM167576,gold_special,0.15
MLM191888,gold_pro,0.185
MLM191888,gold_special,0.14
MLM420128,gold_pro,0.145
MLM420128,gold_special,0.1
MLM189840,gold_pro,0.185
MLM189840,gold_special,0.14
MLM146240,gold_pro,0.185
MLM146240,gold_special,0.14
MLM189599,gold_pro,0.195
MLM189599,gold_special,0.15
MLM92136,gold_pro,0.175
MLM92136,gold_special,0.13
MLM120630,gold_pro,0.165
MLM120630,gold_special,0.12
MLM180941,gold_pro,0.185
MLM180941,gold_special,0.14
MLM182686,gold_pro,0.175
MLM182686,gold_special,0.13
MLM191699,gold_pro,0.195
MLM191699,gold_special,0.15
MLM418073,gold_pro,0.165
MLM418073,gold_special,0.12
MLM171922,gold_pro,0.195
MLM171922,gold_special,0.15
MLM432760,gold_pro,0.195
MLM432760,gold_special,0.15
MLM185257,gold_pro,0.185
MLM185257,gold_special,0.14
MLM2907,gold_pro,0.195
MLM2907,gold_special,0.15
MLM194120,gold_pro,0.195
MLM194120,gold_special,0.15
MLM187694,gold_pro,0.195
MLM187694,gold_special,0.15
MLM373508,gold_pro,0.195
MLM373508,gold_special,0.15
MLM433029,gold_pro,0.195
MLM433029,gold_special,0.15
MLM179205,gold_pro,0.145
MLM179205,gold_special,0.1
MLM431008,gold_pro,0.195
MLM431008,gold_special,0.15
MLM189898,gold_pro,0.195
MLM189898,gold_special,0.15
MLM4840,gold_pro,0.165
MLM4840,gold_special,0.12
MLM151410,gold_pro,0.195
MLM151410,gold_special,0.15
MLM22599,gold_pro,0.165
MLM22599,gold_special,0.12
MLM189032,gold_pro,0.195
MLM189032,gold_special,0.15
MLM455790,gold_pro,0.185
MLM455790,gold_special,0.14
MLM167984,gold_pro,0.185
MLM167984,gold_special,0.14
MLM179728,gold_pro,0.165
MLM179728,gold_special,0.12
MLM172008,gold_pro,0.185
MLM172008,gold_special,0.14
MLM38957,gold_pro,0.195
MLM38957,gold_special,0.15
MLM173854,gold_pro,0.195
MLM173854,gold_special,0.15
MLM438444,gold_pro,0.195
MLM438444,gold_special,0.15
MLM190026,gold_pro,0.195
MLM190026,gold_special,0.15
MLM12370,gold_pro,0.195
MLM12370,gold_special,0.15
MLM1436,gold_pro,0.195
MLM1436,gold_special,0.15
MLM8161,gold_pro,0.195
MLM8161,gold_special,0.15
MLM188724,gold_pro,0.165
MLM188724,gold_special,0.12
MLM189807,gold_pro,0.165
MLM189807,gold_special,0.12
MLM4707,gold_pro,0.145
MLM4707,gold_special,0.1
MLM182240,gold_pro,0.195
MLM182240,gold_special,0.15
MLM194368,gold_pro,0.195
MLM194368,gold_special,0.15
MLM430284,gold_pro,0.195
MLM430284,gold_special,0.15
MLM437190,gold_pro,0.195
MLM437190,gold_special,0.15
MLM184758,gold_pro,0.195
MLM184758,gold_special,0.15
MLM189700,gold_pro,0.195
MLM189700,gold_special,0.15
MLM62326,gold_pro,0.165
MLM62326,gold_special,0.12
MLM442372,gold_pro,0.175
MLM442372,gold_special,0.13
MLM151595,gold_pro,0.195
MLM151595,gold_special,0.15
MLM21171,gold_pro,0.195
MLM21171,gold_special,0.15
MLM455247,gold_pro,0.195
MLM455247,gold_special,0.15
MLM430926,gold_pro,0.175
MLM430926,gold_special,0.13
MLM5557,gold_pro,0.175
MLM5557,gold_special,0.13
MLM40643,gold_pro,0.145
MLM40643,gold_special,0.1
MLM439595,gold_pro,0.145
MLM439595,gold_special,0.1
MLM429390,gold_pro,0.145
MLM429390,gold_special,0.1
MLM191184,gold_pro,0.145
MLM191184,gold_special,0.1
MLM439732,gold_pro,0.145
MLM439732,gold_special,0.1
MLM191229,gold_pro,0.145
MLM191229,gold_special,0.1
MLM39151,gold_pro,0.145
MLM39151,gold_special,0.1
MLM190761,gold_pro,0.195
MLM190761,gold_special,0.15
MLM5108,gold_pro,0.195
MLM5108,gold_special,0.15
MLM120141,gold_pro,0.165
MLM120141,gold_special,0.12
MLM151565,gold_pro,0.165
MLM151565,gold_special,0.12
MLM31518,gold_pro,0.165
MLM31518,gold_special,0.12
MLM120103,gold_pro,0.165
MLM120103,gold_special,0.12
MLM120139,gold_pro,0.165
MLM120139,gold_special,0.12
MLM31574,gold_pro,0.165
MLM31574,gold_special,0.12
MLM180259,gold_pro,0.165
MLM180259,gold_special,0.12
MLM443208,gold_pro,0.165
MLM443208,gold_special,0.12
MLM123264,gold_pro,0.165
MLM123264,gold_special,0.12
MLM120100,gold_pro,0.165
MLM120100,gold_special,0.12
MLM443207,gold_pro,0.165
MLM443207,gold_special,0.12
MLM151566,gold_pro,0.165
MLM151566,gold_special,0.12
MLM189270,gold_pro,0.165
MLM189270,gold_special,0.12
MLM120102,gold_pro,0.165
MLM120102,gold_special,0.12
MLM191595,gold_pro,0.165
MLM191595,gold_special,0.12
MLM189272,gold_pro,0.165
MLM189272,gold_special,0.12
MLM189267,gold_pro,0.165
MLM189267,gold_special,0.12
MLM188678,gold_pro,0.165
MLM188678,gold_special,0.12
MLM433102,gold_pro,0.165
MLM433102,gold_special,0.12
MLM1910,gold_pro,0.195
MLM1910,gold_special,0.15
MLM455621,gold_pro,0.165
MLM455621,gold_special,0.12
MLM432677,gold_pro,0.165
MLM432677,gold_special,0.12
MLM187085,gold_pro,0.165
MLM187085,gold_special,0.12
MLM187881,gold_pro,0.165
MLM187881,gold_special,0.12
MLM4834,gold_pro,0.165
MLM4834,gold_special,0.12
MLM189350,gold_pro,0.195
MLM189350,gold_special,0.15
MLM31559,gold_pro,0.165
MLM31559,gold_special,0.12
MLM190061,gold_pro,0.165
MLM190061,gold_special,0.12
MLM455244,gold_pro,0.165
MLM455244,gold_special,0.12
MLM419740,gold_pro,0.165
MLM419740,gold_special,0.12
MLM189697,gold_pro,0.165
MLM189697,gold_special,0.12
MLM131941,gold_pro,0.195
MLM131941,gold_special,0.15
MLM151603,gold_pro,0.195
MLM151603,gold_special,0.15
MLM4968,gold_pro,0.165
MLM4968,gold_special,0.12
MLM414158,gold_pro,0.165
MLM414158,gold_special,0.12
MLM194338,gold_pro,0.165
MLM194338,gold_special,0.12
MLM189749,gold_pro,0.195
MLM189749,gold_special,0.15
MLM189731,gold_pro,0.165
MLM189731,gold_special,0.12
MLM429025,gold_pro,0.165
MLM429025,gold_special,0.12
MLM187087,gold_pro,0.165
MLM187087,gold_special,0.12
MLM190981,gold_pro,0.165
MLM190981,gold_special,0.12
MLM189273,gold_pro,0.165
MLM189273,gold_special,0.12
MLM454954,gold_pro,0.165
MLM454954,gold_special,0.12
MLM424825,gold_pro,0.165
MLM424825,gold_special,0.12
MLM418400,gold_pro,0.165
MLM418400,gold_special,0.12
MLM443034,gold_pro,0.165
MLM443034,gold_special,0.12
MLM438278,gold_pro,0.145
MLM438278,gold_special,0.1
MLM3385,gold_pro,0.145
MLM3385,gold_special,0.1
MLM3695,gold_pro,0.145
MLM3695,gold_special,0.1
MLM438239,gold_pro,0.145
MLM438239,gold_special,0.1
MLM187833,gold_pro,0.165
MLM187833,gold_special,0.12
MLM430137,gold_pro,0.145
MLM430137,gold_special,0.1
MLM429438,gold_pro,0.145
MLM429438,gold_special,0.1
MLM44571,gold_pro,0.145
MLM44571,gold_special,0.1
MLM429703,gold_pro,0.145
MLM429703,gold_special,0.1
MLM187640,gold_pro,0.165
MLM187640,gold_special,0.12
MLM190998,gold_pro,0.145
MLM190998,gold_special,0.1
MLM189045,gold_pro,0.165
MLM189045,gold_special,0.12
MLM188959,gold_pro,0.195
MLM188959,gold_special,0.15
MLM39196,gold_pro,0.145
MLM39196,gold_special,0.1
MLM54183,gold_pro,0.145
MLM54183,gold_special,0.1
MLM123216,gold_pro,0.165
MLM123216,gold_special,0.12
MLM443814,gold_pro,0.145
MLM443814,gold_special,0.1
MLM432147,gold_pro,0.145
MLM432147,gold_special,0.1
MLM62386,gold_pro,0.145
MLM62386,gold_special,0.1
MLM189627,gold_pro,0.195
MLM189627,gold_special,0.15
MLM432049,gold_pro,0.145
MLM432049,gold_special,0.1
MLM189407,gold_pro,0.145
MLM189407,gold_special,0.1
MLM190951,gold_pro,0.195
MLM190951,gold_special,0.15
MLM189235,gold_pro,0.195
MLM189235,gold_special,0.15
MLM16117,gold_pro,0.165
MLM16117,gold_special,0.12
MLM191239,gold_pro,0.195
MLM191239,gold_special,0.15
MLM420366,gold_pro,0.145
MLM420366,gold_special,0.1
MLM161407,gold_pro,0.165
MLM161407,gold_special,0.12
MLM124015,gold_pro,0.165
MLM124015,gold_special,0.12
MLM180492,gold_pro,0.175
MLM180492,gold_special,0.13
MLM22609,gold_pro,0.145
MLM22609,gold_special,0.1
MLM5021,gold_pro,0.195
MLM5021,gold_special,0.15
MLM438271,gold_pro,0.175
MLM438271,gold_special,0.13
MLM190005,gold_pro,0.145
MLM190005,gold_special,0.1
MLM438733,gold_pro,0.175
MLM438733,gold_special,0.13
MLM92625,gold_pro,0.175
MLM92625,gold_special,0.13
MLM189755,gold_pro,0.145
MLM189755,gold_special,0.1
MLM5810,gold_pro,0.165
MLM5810,gold_special,0.12
MLM430127,gold_pro,0.165
MLM430127,gold_special,0.12
MLM1699,gold_pro,0.145
MLM1699,gold_special,0.1
MLM434347,gold_pro,0.165
MLM434347,gold_special,0.12
MLM438229,gold_pro,0.145
MLM438229,gold_special,0.1
MLM192062,gold_pro,0.195
MLM192062,gold_special,0.15
MLM189406,gold_pro,0.195
MLM189406,gold_special,0.15
MLM7570,gold_pro,0.145
MLM7570,gold_special,0.1
MLM176124,gold_pro,0.175
MLM176124,gold_special,0.13
MLM73302,gold_pro,0.145
MLM73302,gold_special,0.1
MLM62385,gold_pro,0.145
MLM62385,gold_special,0.1
MLM3014,gold_pro,0.195
MLM3014,gold_special,0.15
MLM189411,gold_pro,0.145
MLM189411,gold_special,0.1
MLM44590,gold_pro,0.195
MLM44590,gold_special,0.15
MLM190027,gold_pro,0.165
MLM190027,gold_special,0.12
MLM1915,gold_pro,0.195
MLM1915,gold_special,0.15
MLM168449,gold_pro,0.165
MLM168449,gold_special,0.12
MLM92491,gold_pro,0.175
MLM92491,gold_special,0.13
MLM455438,gold_pro,0.145
MLM455438,gold_special,0.1
MLM1590,gold_pro,0.195
MLM1590,gold_special,0.15
MLM1913,gold_pro,0.195
MLM1913,gold_special,0.15
MLM455454,gold_pro,0.195
MLM455454,gold_special,0.15
MLM187832,gold_pro,0.165
MLM187832,gold_special,0.12
MLM432570,gold_pro,0.145
MLM432570,gold_special,0.1
MLM189345,gold_pro,0.195
MLM189345,gold_special,0.15
MLM159219,gold_pro,0.175
MLM159219,gold_special,0.13
MLM433236,gold_pro,0.165
MLM433236,gold_special,0.12
MLM2529,gold_pro,0.165
MLM2529,gold_special,0.12
MLM7745,gold_pro,0.195
MLM7745,gold_special,0.15
MLM418369,gold_pro,0.195
MLM418369,gold_special,0.15
MLM194747,gold_pro,0.145
MLM194747,gold_special,0.1
MLM191086,gold_pro,0.195
MLM191086,gold_special,0.15
MLM45905,gold_pro,0.165
MLM45905,gold_special,0.12
MLM4119,gold_pro,0.145
MLM4119,gold_special,0.1
MLM437528,gold_pro,0.165
MLM437528,gold_special,0.12
MLM189767,gold_pro,0.165
MLM189767,gold_special,0.12
MLM189809,gold_pro,0.165
MLM189809,gold_special,0.12
MLM414243,gold_pro,0.195
MLM414243,gold_special,0.15
MLM151704,gold_pro,0.165
MLM151704,gold_special,0.12
MLM44589,gold_pro,0.145
MLM44589,gold_special,0.1
MLM120206,gold_pro,0.165
MLM120206,gold_special,0.12
MLM193734,gold_pro,0.165
MLM193734,gold_special,0.12
MLM31558,gold_pro,0.165
MLM31558,gold_special,0.12
MLM4352,gold_pro,0.195
MLM4352,gold_special,0.15
MLM189401,gold_pro,0.195
MLM189401,gold_special,0.15
MLM375456,gold_pro,0.195
MLM375456,gold_special,0.15
MLM69861,gold_pro,0.195
MLM69861,gold_special,0.15
MLM190905,gold_pro,0.195
MLM190905,gold_special,0.15
MLM167529,gold_pro,0.195
MLM167529,gold_special,0.15
MLM157928,gold_pro,0.195
MLM157928,gold_special,0.15
MLM189400,gold_pro,0.195
MLM189400,gold_special,0.15
MLM189998,gold_pro,0.195
MLM189998,gold_special,0.15
MLM432725,gold_pro,0.145
MLM432725,gold_special,0.1
MLM40391,gold_pro,0.195
MLM40391,gold_special,0.15
MLM1834,gold_pro,0.145
MLM1834,gold_special,0.1
MLM179616,gold_pro,0.195
MLM179616,gold_special,0.15
MLM178321,gold_pro,0.195
MLM178321,gold_special,0.15
MLM31547,gold_pro,0.195
MLM31547,gold_special,0.15
MLM190853,gold_pro,0.145
MLM190853,gold_special,0.1
MLM429330,gold_pro,0.195
MLM429330,gold_special,0.15
MLM190883,gold_pro,0.195
MLM190883,gold_special,0.15
MLM187661,gold_pro,0.145
MLM187661,gold_special,0.1
MLM455274,gold_pro,0.195
MLM455274,gold_special,0.15
MLM191236,gold_pro,0.195
MLM191236,gold_special,0.15
MLM191008,gold_pro,0.195
MLM191008,gold_special,0.15
MLM189565,gold_pro,0.195
MLM189565,gold_special,0.15
MLM187723,gold_pro,0.195
MLM187723,gold_special,0.15
MLM429418,gold_pro,0.195
MLM429418,gold_special,0.15
MLM193735,gold_pro,0.165
MLM193735,gold_special,0.12
MLM152129,gold_pro,0.195
MLM152129,gold_special,0.15
MLM167538,gold_pro,0.195
MLM167538,gold_special,0.15
MLM180978,gold_pro,0.195
MLM180978,gold_special,0.15
MLM191265,gold_pro,0.195
MLM191265,gold_special,0.15
MLM178297,gold_pro,0.165
MLM178297,gold_special,0.12
MLM189454,gold_pro,0.165
MLM189454,gold_special,0.12
MLM189461,gold_pro,0.195
MLM189461,gold_special,0.15
MLM124534,gold_pro,0.195
MLM124534,gold_special,0.15
MLM49536,gold_pro,0.195
MLM49536,gold_special,0.15
MLM428969,gold_pro,0.195
MLM428969,gold_special,0.15
MLM118808,gold_pro,0.195
MLM118808,gold_special,0.15
MLM193757,gold_pro,0.195
MLM193757,gold_special,0.15
MLM189776,gold_pro,0.195
MLM189776,gold_special,0.15
MLM420159,gold_pro,0.195
MLM420159,gold_special,0.15
MLM187269,gold_pro,0.195
MLM187269,gold_special,0.15
MLM168671,gold_pro,0.195
MLM168671,gold_special,0.15
MLM418687,gold_pro,0.195
MLM418687,gold_special,0.15
MLM167531,gold_pro,0.195
MLM167531,gold_special,0.15
MLM189320,gold_pro,0.195
MLM189320,gold_special,0.15
MLM189321,gold_pro,0.195
MLM189321,gold_special,0.15
MLM431963,gold_pro,0.165
MLM431963,gold_special,0.12
MLM430543,gold_pro,0.195
MLM430543,gold_special,0.15
MLM187727,gold_pro,0.195
MLM187727,gold_special,0.15
MLM432428,gold_pro,0.195
MLM432428,gold_special,0.15
MLM178483,gold_pro,0.195
MLM178483,gold_special,0.15
MLM32652,gold_pro,0.195
MLM32652,gold_special,0.15
MLM113050,gold_pro,0.195
MLM113050,gold_special,0.15
MLM190946,gold_pro,0.195
MLM190946,gold_special,0.15
MLM434394,gold_pro,0.195
MLM434394,gold_special,0.15
MLM119990,gold_pro,0.165
MLM119990,gold_special,0.12
MLM158827,gold_pro,0.195
MLM158827,gold_special,0.15
MLM190891,gold_pro,0.195
MLM190891,gold_special,0.15
MLM432091,gold_pro,0.195
MLM432091,gold_special,0.15
MLM191652,gold_pro,0.175
MLM191652,gold_special,0.13
MLM8178,gold_pro,0.195
MLM8178,gold_special,0.15
MLM189819,gold_pro,0.195
MLM189819,gold_special,0.15
MLM74388,gold_pro,0.195
MLM74388,gold_special,0.15
MLM438290,gold_pro,0.195
MLM438290,gold_special,0.15
MLM38930,gold_pro,0.195
MLM38930,gold_special,0.15
MLM455251,gold_pro,0.145
MLM455251,gold_special,0.1
MLM455549,gold_pro,0.195
MLM455549,gold_special,0.15
MLM436441,gold_pro,0.195
MLM436441,gold_special,0.15
MLM3357,gold_pro,0.145
MLM3357,gold_special,0.1
MLM11860,gold_pro,0.145
MLM11860,gold_special,0.1
MLM437180,gold_pro,0.195
MLM437180,gold_special,0.15
MLM191382,gold_pro,0.195
MLM191382,gold_special,0.15
MLM172379,gold_pro,0.195
MLM172379,gold_special,0.15
MLM438150,gold_pro,0.195
MLM438150,gold_special,0.15
MLM11041,gold_pro,0.195
MLM11041,gold_special,0.15
MLM69691,gold_pro,0.195
MLM69691,gold_special,0.15
MLM188626,gold_pro,0.195
MLM188626,gold_special,0.15
MLM10820,gold_pro,0.195
MLM10820,gold_special,0.15
MLM156015,gold_pro,0.195
MLM156015,gold_special,0.15
MLM126131,gold_pro,0.195
MLM126131,gold_special,0.15
MLM433421,gold_pro,0.195
MLM433421,gold_special,0.15
MLM167567,gold_pro,0.195
MLM167567,gold_special,0.15
MLM119884,gold_pro,0.195
MLM119884,gold_special,0.15
MLM159222,gold_pro,0.195
MLM159222,gold_special,0.15
MLM194287,gold_pro,0.195
